"eventID ","case Spend area text","case Company","case Document Type","case Sub spend area text","case Purchasing Document","case Purch. Doc. Category name","case Vendor","case Item Type","case Item Category","case Spend classification text","case Source","case Name","case GR-Based Inv. Verif.","case Item","case concept:name","case Goods Receipt","event User","event org:resource","event concept:name","event Cumulative net worth (EUR)","event time:timestamp"
"194699457462272","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00050","4507014062_00050","true","NONE","NONE","Vendor creates invoice",274.0,18-05-1993 23:59:00.000
"194716637331456","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00090","4507014062_00090","true","NONE","NONE","Vendor creates invoice",9978.0,18-05-1993 23:59:00.000
"194712342364160","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00080","4507014062_00080","true","NONE","NONE","Vendor creates invoice",2416.0,18-05-1993 23:59:00.000
"194682277593088","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00010","4507014062_00010","true","NONE","NONE","Vendor creates invoice",2032.0,18-05-1993 23:59:00.000
"194686572560384","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00020","4507014062_00020","true","NONE","NONE","Vendor creates invoice",9481.0,18-05-1993 23:59:00.000
"194708047396864","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00070","4507014062_00070","true","NONE","NONE","Vendor creates invoice",3466.0,18-05-1993 23:59:00.000
"194690867527680","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00030","4507014062_00030","true","NONE","NONE","Vendor creates invoice",2461.0,18-05-1993 23:59:00.000
"194695162494976","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00040","4507014062_00040","true","NONE","NONE","Vendor creates invoice",2938.0,18-05-1993 23:59:00.000
"194703752429568","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507014062","Purchase order","vendorID_0427","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0415","false","00060","4507014062_00060","true","NONE","NONE","Vendor creates invoice",1150.0,18-05-1993 23:59:00.000
"6481105649664","Logistics","companyID_0000","Framework order","Road Packed","4507000647","Purchase order","vendorID_0307","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0298","true","00010","4507000647_00010","true","NONE","NONE","Vendor creates debit memo",848704.0,23-01-2001 23:59:00.000
"132396661866496","Additives","companyID_0000","Standard PO","Waxes","4507009522","Purchase order","vendorID_0336","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0327","false","00010","4507009522_00010","true","NONE","NONE","Vendor creates debit memo",5265.0,19-02-2001 23:59:00.000
"515396075520","Marketing","companyID_0000","EC Purchase order","Digital Marketing","2000000097","Purchase order","vendorID_0052","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0052","true","00001","2000000097_00001","true","NONE","NONE","Vendor creates debit memo",11353.0,23-02-2001 23:59:00.000
"190481799577600","Latex & Monomers","companyID_0000","Standard PO","Vinyl Acrylics","4507013723","Purchase order","vendorID_1281","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_1224","false","00010","4507013723_00010","true","NONE","NONE","Vendor creates debit memo",22239.0,05-04-2001 23:59:00.000
"190481799577601","Latex & Monomers","companyID_0000","Standard PO","Vinyl Acrylics","4507013723","Purchase order","vendorID_1281","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_1224","false","00010","4507013723_00010","true","NONE","NONE","Vendor creates invoice",22239.0,05-04-2001 23:59:00.000
"398439821082624","Logistics","companyID_0000","Framework order","Sea","4507027474","Purchase order","vendorID_1442","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_1377","true","00010","4507027474_00010","true","NONE","NONE","Vendor creates debit memo",372741.0,10-04-2001 23:59:00.000
"177635552395265","","companyID_0000","Standard PO","","4507012794","Purchase order","vendorID_0175","Standard","3-way match, invoice before GR","","sourceSystemID_0000","vendor_0173","false","00010","4507012794_00010","true","NONE","NONE","Vendor creates debit memo",2545.0,12-04-2001 23:59:00.000
"177635552395264","","companyID_0000","Standard PO","","4507012794","Purchase order","vendorID_0175","Standard","3-way match, invoice before GR","","sourceSystemID_0000","vendor_0173","false","00010","4507012794_00010","true","NONE","NONE","Vendor creates invoice",2545.0,12-04-2001 23:59:00.000
"252801775042560","Packaging","companyID_0000","Standard PO","Metal Containers & Lids < 30L","4507018023","Purchase order","vendorID_0175","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0173","false","00010","4507018023_00010","true","NONE","NONE","Vendor creates invoice",2517.0,12-04-2001 23:59:00.000
"240045722173440","Packaging","companyID_0000","Standard PO","Metal Containers & Lids < 30L","4507017103","Purchase order","vendorID_0167","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0165","false","00020","4507017103_00020","true","NONE","NONE","Vendor creates debit memo",3619.0,24-04-2001 23:59:00.000
"240041427206144","Packaging","companyID_0000","Standard PO","Metal Containers & Lids < 30L","4507017103","Purchase order","vendorID_0167","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0165","false","00010","4507017103_00010","true","NONE","NONE","Vendor creates debit memo",9648.0,24-04-2001 23:59:00.000
"240050017140737","Packaging","companyID_0000","Standard PO","Metal Containers & Lids < 30L","4507017103","Purchase order","vendorID_0167","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0165","false","00030","4507017103_00030","true","NONE","NONE","Vendor creates invoice",7498.0,24-04-2001 23:59:00.000
"240050017140736","Packaging","companyID_0000","Standard PO","Metal Containers & Lids < 30L","4507017103","Purchase order","vendorID_0167","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0165","false","00030","4507017103_00030","true","NONE","NONE","Vendor creates debit memo",7498.0,24-04-2001 23:59:00.000
"240045722173441","Packaging","companyID_0000","Standard PO","Metal Containers & Lids < 30L","4507017103","Purchase order","vendorID_0167","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0165","false","00020","4507017103_00020","true","NONE","NONE","Vendor creates invoice",3619.0,24-04-2001 23:59:00.000
"240041427206145","Packaging","companyID_0000","Standard PO","Metal Containers & Lids < 30L","4507017103","Purchase order","vendorID_0167","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0165","false","00010","4507017103_00010","true","NONE","NONE","Vendor creates invoice",9648.0,24-04-2001 23:59:00.000
"188677913313280","Marketing","companyID_0000","EC Purchase order","Market Research","2000013555","Purchase order","vendorID_0089","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0089","true","00001","2000013555_00001","true","NONE","NONE","Vendor creates invoice",15022.0,27-04-2001 23:59:00.000
"466854355140608","Additives","companyID_0000","Standard PO","Rheology & Thixotropic Agents","4507032025","Purchase order","vendorID_0634","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0611","false","00030","4507032025_00030","true","NONE","NONE","Vendor creates invoice",12096.0,08-06-2001 23:59:00.000
"456786951798784","","companyID_0000","Standard PO","","4507031332","Purchase order","vendorID_0253","Standard","3-way match, invoice before GR","","sourceSystemID_0000","vendor_0246","false","00010","4507031332_00010","true","NONE","NONE","Vendor creates invoice",31169.0,14-06-2001 23:59:00.000
"528414121394176","Packaging","companyID_0000","Standard PO","Plastic Containers & Lids < 30L","4507036538","Purchase order","vendorID_0284","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0276","false","00020","4507036538_00020","true","NONE","NONE","Vendor creates debit memo",1505.0,15-06-2001 23:59:00.000
"451005925818368","Additives","companyID_0000","Standard PO","Extenders","4507030967","Purchase order","vendorID_0315","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0306","false","00010","4507030967_00010","true","NONE","NONE","Vendor creates debit memo",2796.0,30-06-2001 23:59:00.000
"508841955426304","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507035116","Purchase order","vendorID_0269","Subcontracting","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0262","false","00010","4507035116_00010","true","NONE","NONE","Vendor creates debit memo",7575.0,11-07-2001 23:59:00.000
"508833365491712","Trading & End Products","companyID_0000","Standard PO","Trading products (old structure)","4507035114","Purchase order","vendorID_0269","Subcontracting","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0262","false","00010","4507035114_00010","true","NONE","NONE","Vendor creates debit memo",7575.0,16-07-2001 23:59:00.000
"536368400826368","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00110","4507037128_00110","true","NONE","NONE","Vendor creates invoice",510.0,19-06-2008 23:59:00.000
"536458595139584","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00320","4507037128_00320","true","NONE","NONE","Vendor creates invoice",676.0,19-06-2008 23:59:00.000
"536454300172288","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00310","4507037128_00310","true","NONE","NONE","Vendor creates invoice",42.0,19-06-2008 23:59:00.000
"536450005204992","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00300","4507037128_00300","true","NONE","NONE","Vendor creates invoice",48.0,19-06-2008 23:59:00.000
"536445710237696","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00290","4507037128_00290","true","NONE","NONE","Vendor creates invoice",48.0,19-06-2008 23:59:00.000
"536441415270400","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00280","4507037128_00280","true","NONE","NONE","Vendor creates invoice",24.0,19-06-2008 23:59:00.000
"536437120303104","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00270","4507037128_00270","true","NONE","NONE","Vendor creates invoice",411.0,19-06-2008 23:59:00.000
"536432825335808","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00260","4507037128_00260","true","NONE","NONE","Vendor creates invoice",214.0,19-06-2008 23:59:00.000
"536428530368512","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00250","4507037128_00250","true","NONE","NONE","Vendor creates invoice",70.0,19-06-2008 23:59:00.000
"536424235401216","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00240","4507037128_00240","true","NONE","NONE","Vendor creates invoice",91.0,19-06-2008 23:59:00.000
"536419940433920","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00230","4507037128_00230","true","NONE","NONE","Vendor creates invoice",898.0,19-06-2008 23:59:00.000
"536415645466624","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00220","4507037128_00220","true","NONE","NONE","Vendor creates invoice",60.0,19-06-2008 23:59:00.000
"536411350499328","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00210","4507037128_00210","true","NONE","NONE","Vendor creates invoice",853.0,19-06-2008 23:59:00.000
"536407055532032","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00200","4507037128_00200","true","NONE","NONE","Vendor creates invoice",853.0,19-06-2008 23:59:00.000
"536402760564736","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00190","4507037128_00190","true","NONE","NONE","Vendor creates invoice",853.0,19-06-2008 23:59:00.000
"536398465597440","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00180","4507037128_00180","true","NONE","NONE","Vendor creates invoice",161.0,19-06-2008 23:59:00.000
"536394170630144","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00170","4507037128_00170","true","NONE","NONE","Vendor creates invoice",245.0,19-06-2008 23:59:00.000
"536389875662848","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00160","4507037128_00160","true","NONE","NONE","Vendor creates invoice",245.0,19-06-2008 23:59:00.000
"536385580695552","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00150","4507037128_00150","true","NONE","NONE","Vendor creates invoice",256.0,19-06-2008 23:59:00.000
"536376990760960","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00130","4507037128_00130","true","NONE","NONE","Vendor creates invoice",174.0,19-06-2008 23:59:00.000
"536372695793664","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00120","4507037128_00120","true","NONE","NONE","Vendor creates invoice",116.0,19-06-2008 23:59:00.000
"536462890106880","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00330","4507037128_00330","true","NONE","NONE","Vendor creates invoice",646.0,19-06-2008 23:59:00.000
"536364105859072","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00100","4507037128_00100","true","NONE","NONE","Vendor creates invoice",1122.0,19-06-2008 23:59:00.000
"536359810891776","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00090","4507037128_00090","true","NONE","NONE","Vendor creates invoice",1530.0,19-06-2008 23:59:00.000
"536355515924480","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00080","4507037128_00080","true","NONE","NONE","Vendor creates invoice",714.0,19-06-2008 23:59:00.000
"536351220957184","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00070","4507037128_00070","true","NONE","NONE","Vendor creates invoice",113.0,19-06-2008 23:59:00.000
"536346925989888","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00060","4507037128_00060","true","NONE","NONE","Vendor creates invoice",12.0,19-06-2008 23:59:00.000
"536342631022592","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00050","4507037128_00050","true","NONE","NONE","Vendor creates invoice",39.0,19-06-2008 23:59:00.000
"536338336055296","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00040","4507037128_00040","true","NONE","NONE","Vendor creates invoice",42.0,19-06-2008 23:59:00.000
"536467185074176","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00340","4507037128_00340","true","NONE","NONE","Vendor creates invoice",196.0,19-06-2008 23:59:00.000
"536471480041472","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00350","4507037128_00350","true","NONE","NONE","Vendor creates invoice",196.0,19-06-2008 23:59:00.000
"536480069976064","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00370","4507037128_00370","true","NONE","NONE","Vendor creates invoice",325.0,19-06-2008 23:59:00.000
"536484364943360","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00380","4507037128_00380","true","NONE","NONE","Vendor creates invoice",612.0,19-06-2008 23:59:00.000
"536488659910656","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00390","4507037128_00390","true","NONE","NONE","Vendor creates invoice",25.0,19-06-2008 23:59:00.000
"536492954877952","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00400","4507037128_00400","true","NONE","NONE","Vendor creates invoice",46.0,19-06-2008 23:59:00.000
"536497249845248","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00410","4507037128_00410","true","NONE","NONE","Vendor creates invoice",205.0,19-06-2008 23:59:00.000
"536334041088000","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00030","4507037128_00030","true","NONE","NONE","Vendor creates invoice",49.0,19-06-2008 23:59:00.000
"536501544812544","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00420","4507037128_00420","true","NONE","NONE","Vendor creates invoice",85.0,19-06-2008 23:59:00.000
"536329746120704","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00020","4507037128_00020","true","NONE","NONE","Vendor creates invoice",2717.0,19-06-2008 23:59:00.000
"536325451153408","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00010","4507037128_00010","true","NONE","NONE","Vendor creates invoice",100.0,19-06-2008 23:59:00.000
"536505839779840","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00430","4507037128_00430","true","NONE","NONE","Vendor creates invoice",48.0,19-06-2008 23:59:00.000
"536510134747136","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0231","false","00440","4507037128_00440","true","NONE","NONE","Vendor creates invoice",36.0,19-06-2008 23:59:00.000
"536514429714432","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00450","4507037128_00450","true","NONE","NONE","Vendor creates invoice",8.0,19-06-2008 23:59:00.000
"536518724681728","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00460","4507037128_00460","true","NONE","NONE","Vendor creates invoice",29.0,19-06-2008 23:59:00.000
"536523019649024","Sales","companyID_0000","Standard PO","Products for Resale","4507037128","Purchase order","vendorID_0236","Standard","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0231","true","00470","4507037128_00470","true","NONE","NONE","Vendor creates invoice",79.0,19-06-2008 23:59:00.000
"143185619714048","Sales","companyID_0000","Standard PO","Products for Resale","4507010301","Purchase order","vendorID_0386","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0375","false","00010","4507010301_00010","true","NONE","NONE","Vendor creates invoice",5114.0,08-03-2015 23:59:00.000
"52458730553344","CAPEX & SOCS","companyID_0000","Framework order","MRO (components)","4507003966","Purchase order","vendorID_0886","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0846","true","00010","4507003966_00010","true","NONE","NONE","Vendor creates invoice",5322.0,30-11-2015 23:59:00.000
"52458730553345","CAPEX & SOCS","companyID_0000","Framework order","MRO (components)","4507003966","Purchase order","vendorID_0886","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0846","true","00010","4507003966_00010","true","NONE","NONE","Vendor creates invoice",5322.0,31-12-2015 23:59:00.000
"52458730553346","CAPEX & SOCS","companyID_0000","Framework order","MRO (components)","4507003966","Purchase order","vendorID_0886","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0846","true","00010","4507003966_00010","true","NONE","NONE","Vendor creates invoice",5322.0,30-01-2016 23:59:00.000
"52458730553347","CAPEX & SOCS","companyID_0000","Framework order","MRO (components)","4507003966","Purchase order","vendorID_0886","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0846","true","00010","4507003966_00010","true","NONE","NONE","Vendor creates invoice",5322.0,29-02-2016 23:59:00.000
"77498389889024","Sales","companyID_0000","Standard PO","Color Collateral","4507005725","Purchase order","vendorID_0789","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0751","false","00010","4507005725_00010","true","NONE","NONE","Vendor creates invoice",20386.0,04-04-2016 23:59:00.000
"52458730553348","CAPEX & SOCS","companyID_0000","Framework order","MRO (components)","4507003966","Purchase order","vendorID_0886","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0846","true","00010","4507003966_00010","true","NONE","NONE","Vendor creates invoice",5322.0,30-04-2016 23:59:00.000
"575525617664","Enterprise Services","companyID_0000","EC Purchase order","Consulting","2000000109","Purchase order","vendorID_0059","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0059","true","00001","2000000109_00001","true","NONE","NONE","Vendor creates invoice",34145.0,02-05-2016 23:59:00.000
"52458730553349","CAPEX & SOCS","companyID_0000","Framework order","MRO (components)","4507003966","Purchase order","vendorID_0886","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0846","true","00010","4507003966_00010","true","NONE","NONE","Vendor creates invoice",5322.0,30-11-2016 23:59:00.000
"8358006358016","Sales","companyID_0000","Standard PO","Products for Resale","4507000846","Purchase order","vendorID_0108","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0108","false","00130","4507000846_00130","true","NONE","NONE","Vendor creates invoice",162.0,05-01-2017 23:59:00.000
